producto,fecha_emision,fecha_corte,fe_inventario,fe_proceso,cantidad_mb_lim,vlmen_fndo_ttal,ANON_CO_OSINERG,ANON_PTA_ABASTECIMIENTO,cantidad_mb
G Premium,20250701,20250701,2025-01-12 00:00:00,2025-01-19 12:10:02,35.985,0.033,3dcd3239e2,83ae64708f,35.985
G Premium,20250701,20250701,2025-01-09 00:00:00,2025-01-16 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-01-22 00:00:00,2025-01-29 12:10:02,0.32607,0.00029,6ef1e6909e,9fc7ed4647,0.32607
G Premium,20250701,20250701,2025-02-02 00:00:00,2025-02-09 12:10:02,16.2148,2.6157,98feeeb363,335ac645f3,16.2148
G Premium,20250701,20250701,2025-01-05 00:00:00,2025-01-12 12:10:01,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-01-24 00:00:00,2025-01-31 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-01-05 00:00:00,2025-01-12 12:10:01,0.41415,0.0,6712a90afd,21f2e15b7a,0.41415
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,0.0562,0.0,6712a90afd,21f2e15b7a,0.0562
G Premium,20250701,20250701,2025-01-31 00:00:00,2025-02-07 12:10:02,0.781,0.01,ae79ee44db,1c8735200b,0.781
G Premium,20250701,20250701,2025-01-29 00:00:00,2025-02-05 12:10:02,9.277,0.05,3dcd3239e2,83ae64708f,9.277
G Premium,20250701,20250701,2025-01-22 00:00:00,2025-01-29 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-01-30 00:00:00,2025-02-06 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,59.135,1.885,4cf95d140f,6c0c0fb3aa,59.135
G Premium,20250701,20250701,2025-02-10 00:00:00,2025-02-17 12:10:01,3.747,0.091,8709d6cc57,40a28403d5,3.747
G Premium,20250701,20250701,2025-02-04 00:00:00,2025-02-11 12:10:02,13.5511,2.3097,98feeeb363,335ac645f3,13.5511
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,3.483,0.035,aa1f2db9b4,bd9a626c4f,3.483
G Premium,20250701,20250701,2025-02-11 00:00:00,2025-02-18 12:10:02,1.414,0.01,ae79ee44db,1c8735200b,1.414
G Premium,20250701,20250701,2025-02-07 00:00:00,2025-02-14 12:10:01,11.3827,2.2952,98feeeb363,335ac645f3,11.3827
G Premium,20250701,20250701,2025-02-12 00:00:00,2025-02-19 12:10:02,1.328,0.01,ae79ee44db,1c8735200b,1.328
G Premium,20250701,20250701,2025-02-10 00:00:00,2025-02-17 12:10:01,3.483,0.035,aa1f2db9b4,bd9a626c4f,3.483
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-02-26 00:00:00,2025-03-05 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-02-14 00:00:00,2025-02-21 12:10:02,29.218,0.05,3dcd3239e2,83ae64708f,29.218
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-02-07 00:00:00,2025-02-14 12:10:01,28.17322,0.31319,88e7fc29c2,55376407d5,28.17322
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,2.511,0.004,7f4a492646,40a396d3e7,2.511
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,203.114,27.071,aef48fddb6,7cf5cc2019,203.114
G Premium,20250701,20250701,2025-01-05 00:00:00,2025-01-12 12:10:01,28.025,11.791,f031034954,f187d23508,28.025
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,40.827,1.885,4cf95d140f,6c0c0fb3aa,40.827
G Premium,20250701,20250701,2025-01-07 00:00:00,2025-01-14 12:10:01,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-01-12 00:00:00,2025-01-19 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,15.5367,2.4399,98feeeb363,335ac645f3,15.5367
G Premium,20250701,20250701,2025-01-01 00:00:00,2025-01-08 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-01-07 00:00:00,2025-01-14 12:10:01,1.114,0.01,ae79ee44db,1c8735200b,1.114
G Premium,20250701,20250701,2025-01-22 00:00:00,2025-01-29 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-01-15 00:00:00,2025-01-22 12:10:02,47.422,13.002,f031034954,f187d23508,47.422
G Premium,20250701,20250701,2025-01-12 00:00:00,2025-01-19 12:10:02,0.59,0.10858,e90944ccc2,ac27e8b233,0.59
G Premium,20250701,20250701,2025-01-01 00:00:00,2025-01-08 12:10:02,1.791,0.004,7f4a492646,40a396d3e7,1.791
G Premium,20250701,20250701,2025-01-30 00:00:00,2025-02-06 12:10:02,2.573,0.004,7f4a492646,40a396d3e7,2.573
G Premium,20250701,20250701,2025-01-26 00:00:00,2025-02-02 12:10:05,5.17366,0.31319,88e7fc29c2,55376407d5,5.17366
G Premium,20250701,20250701,2025-01-09 00:00:00,2025-01-16 12:10:02,3.71084,0.31319,88e7fc29c2,55376407d5,3.71084
G Premium,20250701,20250701,2025-01-29 00:00:00,2025-02-05 12:10:02,0.41,0.10858,e90944ccc2,ac27e8b233,0.41
G Premium,20250701,20250701,2025-01-30 00:00:00,2025-02-06 12:10:02,11.691,0.242,b7c0f5e3b5,693e66b85d,11.691
G Premium,20250701,20250701,2025-02-13 00:00:00,2025-02-20 12:10:02,0.959,0.01,ae79ee44db,1c8735200b,0.959
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,8.977,0.243,b7c0f5e3b5,693e66b85d,8.977
G Premium,20250701,20250701,2025-02-11 00:00:00,2025-02-18 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-02-10 00:00:00,2025-02-17 12:10:01,230.588,27.071,aef48fddb6,7cf5cc2019,230.588
G Premium,20250701,20250701,2025-02-12 00:00:00,2025-02-19 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,50.566,1.885,4cf95d140f,6c0c0fb3aa,50.566
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,45.043,14.124,f031034954,f187d23508,45.043
G Premium,20250701,20250701,2025-02-26 00:00:00,2025-03-05 12:10:02,0.3208,0.0,6712a90afd,21f2e15b7a,0.3208
G Premium,20250701,20250701,2025-03-03 00:00:00,2025-03-10 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-02-11 00:00:00,2025-02-18 12:10:02,3.408,0.091,8709d6cc57,40a28403d5,3.408
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-02-12 00:00:00,2025-02-19 12:10:02,4.043,0.091,8709d6cc57,40a28403d5,4.043
G Premium,20250701,20250701,2025-01-07 00:00:00,2025-01-14 12:10:01,0.0503,0.0,6712a90afd,21f2e15b7a,0.0503
G Premium,20250701,20250701,2025-01-12 00:00:00,2025-01-19 12:10:02,0.3669,0.0,6712a90afd,21f2e15b7a,0.3669
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-01-13 00:00:00,2025-01-20 12:10:02,0.59,0.10858,e90944ccc2,ac27e8b233,0.59
G Premium,20250701,20250701,2025-01-01 00:00:00,2025-01-08 12:10:02,8.588,0.243,b7c0f5e3b5,693e66b85d,8.588
G Premium,20250701,20250701,2025-01-17 00:00:00,2025-01-24 12:10:02,0.747,0.01,ae79ee44db,1c8735200b,0.747
G Premium,20250701,20250701,2025-01-07 00:00:00,2025-01-14 12:10:01,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-01-01 00:00:00,2025-01-08 12:10:02,30.74,11.791,f031034954,f187d23508,30.74
G Premium,20250701,20250701,2025-01-12 00:00:00,2025-01-19 12:10:02,1.34,0.01,ae79ee44db,1c8735200b,1.34
G Premium,20250701,20250701,2025-01-22 00:00:00,2025-01-29 12:10:02,0.4734,0.0,6712a90afd,21f2e15b7a,0.4734
G Premium,20250701,20250701,2025-01-19 00:00:00,2025-01-26 12:10:02,9.485,0.033,3dcd3239e2,83ae64708f,9.485
G Premium,20250701,20250701,2025-01-09 00:00:00,2025-01-16 12:10:02,11.0823,2.4293,98feeeb363,335ac645f3,11.0823
G Premium,20250701,20250701,2025-01-31 00:00:00,2025-02-07 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-04-30 00:00:00,2025-05-07 12:10:01,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-02-25 00:00:00,2025-03-04 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-04-29 00:00:00,2025-05-06 12:10:02,8.808,0.243,b7c0f5e3b5,693e66b85d,8.808
G Premium,20250701,20250701,2025-03-28 00:00:00,2025-04-04 12:10:02,212.201,27.071,aef48fddb6,7cf5cc2019,212.201
G Premium,20250701,20250701,2025-05-15 00:00:00,2025-05-22 12:10:02,49.316,13.782,f031034954,f187d23508,49.316
G Premium,20250701,20250701,2025-05-08 00:00:00,2025-05-15 12:10:02,12.278,0.243,b7c0f5e3b5,693e66b85d,12.278
G Premium,20250701,20250701,2025-05-07 00:00:00,2025-05-14 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-05-16 00:00:00,2025-05-23 12:10:02,54.151,1.833,4cf95d140f,6c0c0fb3aa,54.151
G Premium,20250701,20250701,2025-05-17 00:00:00,2025-05-24 12:10:02,6.052,0.035,aa1f2db9b4,bd9a626c4f,6.052
G Premium,20250701,20250701,2025-05-08 00:00:00,2025-05-15 12:10:02,47.338,13.782,f031034954,f187d23508,47.338
G Premium,20250701,20250701,2025-06-11 00:00:00,2025-06-18 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-05-14 00:00:00,2025-05-21 12:10:02,365.158,50.325,aef48fddb6,7cf5cc2019,365.158
G Premium,20250701,20250701,2025-05-15 00:00:00,2025-05-22 12:10:02,0.26932,0.00029,6ef1e6909e,9fc7ed4647,0.26932
G Premium,20250701,20250701,2025-05-27 00:00:00,2025-06-03 12:10:28,19.369,0.034,3dcd3239e2,83ae64708f,19.369
G Premium,20250701,20250701,2025-05-16 00:00:00,2025-05-23 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-03-06 00:00:00,2025-03-13 12:10:01,1.294,0.01,ae79ee44db,1c8735200b,1.294
G Premium,20250701,20250701,2025-03-10 00:00:00,2025-03-17 12:10:02,7.882,0.243,b7c0f5e3b5,693e66b85d,7.882
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,12.709,0.091,8709d6cc57,40a28403d5,12.709
G Premium,20250701,20250701,2025-03-10 00:00:00,2025-03-17 12:10:02,70.246,15.099,f031034954,f187d23508,70.246
G Premium,20250701,20250701,2025-03-14 00:00:00,2025-03-21 12:10:02,0.89,0.10858,e90944ccc2,ac27e8b233,0.89
G Premium,20250701,20250701,2025-03-06 00:00:00,2025-03-13 12:10:01,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,4.189,0.035,aa1f2db9b4,bd9a626c4f,4.189
G Premium,20250701,20250701,2025-03-23 00:00:00,2025-03-30 12:10:01,36.55,0.033,3dcd3239e2,83ae64708f,36.55
G Premium,20250701,20250701,2025-04-27 00:00:00,2025-05-04 12:10:02,396.936,56.023,aef48fddb6,7cf5cc2019,396.936
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-04-23 00:00:00,2025-04-30 12:10:02,1.195,0.01,ae79ee44db,1c8735200b,1.195
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,3.393,0.004,7f4a492646,40a396d3e7,3.393
G Premium,20250701,20250701,2025-04-13 00:00:00,2025-04-20 12:10:02,38.02,12.363,f031034954,f187d23508,38.02
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,9.984,0.243,b7c0f5e3b5,693e66b85d,9.984
G Premium,20250701,20250701,2025-04-25 00:00:00,2025-05-02 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-04-03 00:00:00,2025-04-10 12:10:01,14.8653,2.3661,98feeeb363,335ac645f3,14.8653
G Premium,20250701,20250701,2025-04-24 00:00:00,2025-05-01 12:10:02,0.1399,0.0,6712a90afd,21f2e15b7a,0.1399
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,3.591,0.004,7f4a492646,40a396d3e7,3.591
G Premium,20250701,20250701,2025-03-27 00:00:00,2025-04-03 12:10:02,13.1949,2.3171,98feeeb363,335ac645f3,13.1949
G Premium,20250701,20250701,2025-04-18 00:00:00,2025-04-25 12:10:02,5.653,0.092,8709d6cc57,40a28403d5,5.653
G Premium,20250701,20250701,2025-04-29 00:00:00,2025-05-06 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,44.801,14.124,f031034954,f187d23508,44.801
G Premium,20250701,20250701,2025-04-20 00:00:00,2025-04-27 12:10:02,0.59,0.10858,e90944ccc2,ac27e8b233,0.59
G Premium,20250701,20250701,2025-04-12 00:00:00,2025-04-19 12:10:02,0.16776,0.00029,6ef1e6909e,9fc7ed4647,0.16776
G Premium,20250701,20250701,2025-04-15 00:00:00,2025-04-22 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-04-19 00:00:00,2025-04-26 12:11:39,1.354,0.01,ae79ee44db,1c8735200b,1.354
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-04-25 00:00:00,2025-05-02 12:10:02,8.72881,0.31319,88e7fc29c2,55376407d5,8.72881
G Premium,20250701,20250701,2025-04-12 00:00:00,2025-04-19 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-03-28 00:00:00,2025-04-04 12:10:02,52.492,1.885,4cf95d140f,6c0c0fb3aa,52.492
G Premium,20250701,20250701,2025-02-25 00:00:00,2025-03-04 12:10:02,17.22181,0.31319,88e7fc29c2,55376407d5,17.22181
G Premium,20250701,20250701,2025-04-15 00:00:00,2025-04-22 12:10:02,0.0049,0.0,6712a90afd,21f2e15b7a,0.0049
G Premium,20250701,20250701,2025-04-27 00:00:00,2025-05-04 12:10:02,3.942,0.034,3dcd3239e2,83ae64708f,3.942
G Premium,20250701,20250701,2025-04-20 00:00:00,2025-04-27 12:10:02,1.247,0.01,ae79ee44db,1c8735200b,1.247
G Premium,20250701,20250701,2025-05-07 00:00:00,2025-05-14 12:10:02,51.82233,0.31319,88e7fc29c2,55376407d5,51.82233
G Premium,20250701,20250701,2025-05-14 00:00:00,2025-05-21 12:10:02,58.866,1.833,4cf95d140f,6c0c0fb3aa,58.866
G Premium,20250701,20250701,2025-05-21 00:00:00,2025-05-28 12:10:02,0.54,0.10858,e90944ccc2,ac27e8b233,0.54
G Premium,20250701,20250701,2025-05-06 00:00:00,2025-05-13 12:10:07,59.473,0.033,3dcd3239e2,83ae64708f,59.473
G Premium,20250701,20250701,2025-05-08 00:00:00,2025-05-15 12:10:02,0.32968,0.00029,6ef1e6909e,9fc7ed4647,0.32968
G Premium,20250701,20250701,2025-05-16 00:00:00,2025-05-23 12:10:02,2.248,0.004,7f4a492646,40a396d3e7,2.248
G Premium,20250701,20250701,2025-05-17 00:00:00,2025-05-24 12:10:02,350.346,50.325,aef48fddb6,7cf5cc2019,350.346
G Premium,20250701,20250701,2025-05-15 00:00:00,2025-05-22 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-05-07 00:00:00,2025-05-14 12:10:02,10.0215,2.3509,98feeeb363,335ac645f3,10.0215
G Premium,20250701,20250701,2025-05-08 00:00:00,2025-05-15 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-05-06 00:00:00,2025-05-13 12:10:07,0.38,0.10858,e90944ccc2,ac27e8b233,0.38
G Premium,20250701,20250701,2025-05-16 00:00:00,2025-05-23 12:10:02,6.948,0.243,b7c0f5e3b5,693e66b85d,6.948
G Premium,20250701,20250701,2025-05-14 00:00:00,2025-05-21 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-03-31 00:00:00,2025-04-07 12:10:02,8.365,0.092,8709d6cc57,40a28403d5,8.365
G Premium,20250701,20250701,2025-03-19 00:00:00,2025-03-26 12:10:03,49.08687,0.31319,88e7fc29c2,55376407d5,49.08687
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,155.665,27.071,aef48fddb6,7cf5cc2019,155.665
G Premium,20250701,20250701,2025-03-15 00:00:00,2025-03-22 12:10:02,0.0,0.0,13c3a19c48,0af6a53b9b,0.0
G Premium,20250701,20250701,2025-03-14 00:00:00,2025-03-21 12:10:02,0.806,0.01,ae79ee44db,1c8735200b,0.806
G Premium,20250701,20250701,2025-03-10 00:00:00,2025-03-17 12:10:02,1.593,0.00795,6ef1e6909e,9fc7ed4647,1.593
G Premium,20250701,20250701,2025-03-06 00:00:00,2025-03-13 12:10:01,12.097,0.092,8709d6cc57,40a28403d5,12.097
G Premium,20250701,20250701,2025-04-03 00:00:00,2025-04-10 12:10:01,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-03-15 00:00:00,2025-03-22 12:10:02,0.3189,0.0,6712a90afd,21f2e15b7a,0.3189
G Premium,20250701,20250701,2025-03-24 00:00:00,2025-03-31 12:10:02,36.252,0.033,3dcd3239e2,83ae64708f,36.252
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,67.769,1.885,4cf95d140f,6c0c0fb3aa,67.769
G Premium,20250701,20250701,2025-03-06 00:00:00,2025-03-13 12:10:01,5.252,0.035,aa1f2db9b4,bd9a626c4f,5.252
G Premium,20250701,20250701,2025-03-10 00:00:00,2025-03-17 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-03-19 00:00:00,2025-03-26 12:10:03,12.4849,2.3008,98feeeb363,335ac645f3,12.4849
G Premium,20250701,20250701,2025-03-23 00:00:00,2025-03-30 12:10:01,0.93,0.10858,e90944ccc2,ac27e8b233,0.93
G Premium,20250701,20250701,2025-03-31 00:00:00,2025-04-07 12:10:02,4.351,0.035,aa1f2db9b4,bd9a626c4f,4.351
G Premium,20250701,20250701,2025-03-14 00:00:00,2025-03-21 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,63.024,13.782,f031034954,f187d23508,63.024
G Premium,20250701,20250701,2025-04-13 00:00:00,2025-04-20 12:10:02,0.10823,0.00029,6ef1e6909e,9fc7ed4647,0.10823
G Premium,20250701,20250701,2025-04-18 00:00:00,2025-04-25 12:10:02,3.878,0.035,aa1f2db9b4,bd9a626c4f,3.878
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,0.25257,0.00029,6ef1e6909e,9fc7ed4647,0.25257
G Premium,20250701,20250701,2025-04-30 00:00:00,2025-05-07 12:10:01,0.5,0.10858,e90944ccc2,ac27e8b233,0.5
G Premium,20250701,20250701,2025-04-13 00:00:00,2025-04-20 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,13.632,0.243,b7c0f5e3b5,693e66b85d,13.632
G Premium,20250701,20250701,2025-04-25 00:00:00,2025-05-02 12:10:02,0.016,0.0,6712a90afd,21f2e15b7a,0.016
G Premium,20250701,20250701,2025-04-23 00:00:00,2025-04-30 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-02-20 00:00:00,2025-02-27 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-04-29 00:00:00,2025-05-06 12:10:02,0.0032,0.0,6712a90afd,21f2e15b7a,0.0032
G Premium,20250701,20250701,2025-04-18 00:00:00,2025-04-25 12:10:02,350.2,36.946,aef48fddb6,7cf5cc2019,350.2
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,0.3176,0.0,6712a90afd,21f2e15b7a,0.3176
G Premium,20250701,20250701,2025-02-25 00:00:00,2025-03-04 12:10:02,14.7868,2.2961,98feeeb363,335ac645f3,14.7868
G Premium,20250701,20250701,2025-03-28 00:00:00,2025-04-04 12:10:02,0.0,0.0,4fb94f5f59,2a0054029a,0.0
G Premium,20250701,20250701,2025-03-12 00:00:00,2025-03-19 12:10:02,51.25,0.034,3dcd3239e2,83ae64708f,51.25
G Premium,20250701,20250701,2025-04-19 00:00:00,2025-04-26 12:11:39,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-04-29 00:00:00,2025-05-06 12:10:02,68.672,13.782,f031034954,f187d23508,68.672
G Premium,20250701,20250701,2025-03-28 00:00:00,2025-04-04 12:10:02,2.399,0.004,7f4a492646,40a396d3e7,2.399
G Premium,20250701,20250701,2025-03-12 00:00:00,2025-03-19 12:10:02,0.55,0.10858,e90944ccc2,ac27e8b233,0.55
G Premium,20250701,20250701,2025-03-28 00:00:00,2025-04-04 12:10:02,14.111,0.243,b7c0f5e3b5,693e66b85d,14.111
G Premium,20250701,20250701,2025-04-12 00:00:00,2025-04-19 12:10:02,50.26635,0.31319,88e7fc29c2,55376407d5,50.26635
G Premium,20250701,20250701,2025-04-25 00:00:00,2025-05-02 12:10:02,9.2803,2.2707,98feeeb363,335ac645f3,9.2803
G Premium,20250701,20250701,2025-04-19 00:00:00,2025-04-26 12:11:39,5.653,0.092,8709d6cc57,40a28403d5,5.653
G Premium,20250701,20250701,2025-04-20 00:00:00,2025-04-27 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-05-14 00:00:00,2025-05-21 12:10:02,2.735,0.004,7f4a492646,40a396d3e7,2.735
G Premium,20250701,20250701,2025-05-06 00:00:00,2025-05-13 12:10:07,1.1,0.01,ae79ee44db,1c8735200b,1.1
G Premium,20250701,20250701,2025-01-05 00:00:00,2025-01-12 12:10:01,5.009,0.033,3dcd3239e2,83ae64708f,5.009
G Premium,20250701,20250701,2025-01-24 00:00:00,2025-01-31 12:10:02,10.48513,0.31319,88e7fc29c2,55376407d5,10.48513
G Premium,20250701,20250701,2025-01-22 00:00:00,2025-01-29 12:10:02,14.50621,0.31319,88e7fc29c2,55376407d5,14.50621
G Premium,20250701,20250701,2025-01-26 00:00:00,2025-02-02 12:10:05,16.2645,2.539,98feeeb363,335ac645f3,16.2645
G Premium,20250701,20250701,2025-01-06 00:00:00,2025-01-13 12:10:01,5.009,0.033,3dcd3239e2,83ae64708f,5.009
G Premium,20250701,20250701,2025-01-05 00:00:00,2025-01-12 12:10:01,0.5,0.10858,e90944ccc2,ac27e8b233,0.5
G Premium,20250701,20250701,2025-02-14 00:00:00,2025-02-21 12:10:02,0.51,0.10858,e90944ccc2,ac27e8b233,0.51
G Premium,20250701,20250701,2025-03-01 00:00:00,2025-03-08 12:10:02,0.4031,0.0,6712a90afd,21f2e15b7a,0.4031
G Premium,20250701,20250701,2025-02-10 00:00:00,2025-02-17 12:10:01,59.135,1.885,4cf95d140f,6c0c0fb3aa,59.135
G Premium,20250701,20250701,2025-02-13 00:00:00,2025-02-20 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,3.008,0.004,7f4a492646,40a396d3e7,3.008
G Premium,20250701,20250701,2025-02-09 00:00:00,2025-02-16 12:10:02,0.48333,0.00029,6ef1e6909e,9fc7ed4647,0.48333
G Premium,20250701,20250701,2025-02-11 00:00:00,2025-02-18 12:10:02,3.262,0.035,aa1f2db9b4,bd9a626c4f,3.262
G Premium,20250701,20250701,2025-02-08 00:00:00,2025-02-15 12:10:01,9.793,0.243,b7c0f5e3b5,693e66b85d,9.793
G Premium,20250701,20250701,2025-02-12 00:00:00,2025-02-19 12:10:02,3.23,0.035,aa1f2db9b4,bd9a626c4f,3.23
G Premium,20250701,20250701,2025-04-13 00:00:00,2025-04-20 12:10:02,0.0426,0.0,6712a90afd,21f2e15b7a,0.0426
G Premium,20250701,20250701,2025-03-10 00:00:00,2025-03-17 12:10:02,0.0,0.0,7af60c0b21,ad3d0cc25f,0.0
G Premium,20250701,20250701,2025-03-19 00:00:00,2025-03-26 12:10:03,2.719,0.004,7f4a492646,40a396d3e7,2.719
G Premium,20250701,20250701,2025-03-03 00:00:00,2025-03-10 12:10:02,12.46,0.243,b7c0f5e3b5,693e66b85d,12.46
G Premium,20250701,20250701,2025-04-03 00:00:00,2025-04-10 12:10:01,37.392,0.034,3dcd3239e2,83ae64708f,37.392
G Premium,20250701,20250701,2025-03-15 00:00:00,2025-03-22 12:10:02,0.24023,0.00029,6ef1e6909e,9fc7ed4647,0.24023
G Premium,20250701,20250701,2025-03-27 00:00:00,2025-04-03 12:10:02,2.74,0.004,7f4a492646,40a396d3e7,2.74
G Premium,20250701,20250701,2025-04-21 00:00:00,2025-04-28 12:10:02,358.076,36.946,aef48fddb6,7cf5cc2019,358.076
G Premium,20250701,20250701,2025-03-15 00:00:00,2025-03-22 12:10:02,0.0,0.0,2127ae39c1,fdb7133ee2,0.0
G Premium,20250701,20250701,2025-03-27 00:00:00,2025-04-03 12:10:02,15.476,0.243,b7c0f5e3b5,693e66b85d,15.476
G Premium,20250701,20250701,2025-03-24 00:00:00,2025-03-31 12:10:02,0.19292,0.00029,6ef1e6909e,9fc7ed4647,0.19292
G Premium,20250701,20250701,2025-03-23 00:00:00,2025-03-30 12:10:01,42.01568,0.31319,88e7fc29c2,55376407d5,42.01568
